sample;tokens;tags
сыр сулугуни;['▁сыр', '▁су', 'лугун', 'и'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
строганина;['▁стро', 'ган', 'ина'];['B-TYPE', 'I-TYPE', 'I-TYPE']
янта моцарела;['▁я', 'нта', '▁мо', 'цар', 'ела'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
заливное доброде;['▁за', 'лив', 'ное', '▁добро', 'де'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
мтлрко;['▁м', 'т', 'л', 'р', 'ко'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
смак вод;['▁смак', '▁вод'];['B-BRAND', 'B-TYPE']
глазиро;['▁глаз', 'иро'];['B-TYPE', 'I-TYPE']
грили редмонд;['▁гри', 'ли', '▁ред', 'мо', 'нд'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
совка svip;['▁с', 'овка', '▁svi', 'p'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
крекер loren;['▁кре', 'кер', '▁lor', 'en'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
вяленныйи;['▁в', 'ял', 'енный', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
сом белгородрыба;['▁сом', '▁бел', 'город', 'ры', 'ба'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
булоки для бургера;['▁було', 'ки', '▁для', '▁', 'бург', 'ера'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
курабье;['▁ку', 'раб', 'ье'];['B-TYPE', 'I-TYPE', 'I-TYPE']
садовый инвентарь;['▁сад', 'овый', '▁инвентар', 'ь'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
сливки 33%;['▁с', 'лив', 'ки', '▁33%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT']
пиццы замороженная;['▁пи', 'ц', 'цы', '▁замор', 'ожен', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
молодц;['▁молод', 'ц'];['B-TYPE', 'I-TYPE']
tonic;['▁to', 'nic'];['B-TYPE', 'I-TYPE']
ххлеб;['▁х', 'х', 'леб'];['B-TYPE', 'I-TYPE', 'I-TYPE']
каша для детей;['▁каш', 'а', '▁для', '▁детей'];['B-TYPE', 'I-TYPE', 'O', 'O']
злаки;['▁зла', 'ки'];['B-TYPE', 'I-TYPE']
палояки;['▁', 'пало', 'я', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
вторые блюд;['▁втор', 'ые', '▁блюд'];['B-TYPE', 'I-TYPE', 'B-TYPE']
проча;['▁про', 'ча'];['B-TYPE', 'I-TYPE']
молоко пискаревское;['▁молоко', '▁пи', 'ска', 'рев', 'ское'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
ловужка;['▁лов', 'у', 'жка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
фрутотив;['▁фр', 'у', 'то', 'тив'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
пеналы nef;['▁пен', 'алы', '▁nef'];['B-TYPE', 'I-TYPE', 'B-BRAND']
шампунь barbi;['▁шам', 'пу', 'нь', '▁bar', 'bi'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
соленые натуро;['▁со', 'ле', 'ные', '▁на', 'тур', 'о'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
сменный бл;['▁сме', 'нный', '▁', 'бл'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
чай майский;['▁чай', '▁май', 'ский'];['B-TYPE', 'B-TYPE', 'I-TYPE']
бритвенные кассе;['▁бр', 'ит', 'вен', 'ные', '▁кас', 'се'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
сушёный лук;['▁су', 'ш', 'ё', 'ный', '▁', 'лук'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
корм сухой феликс;['▁корм', '▁сухо', 'й', '▁фе', 'ли', 'кс'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
маслины it;['▁мас', 'ли', 'ны', '▁it'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
разрыхлитель dr.baker;['▁раз', 'рых', 'ли', 'тель', '▁dr', '.', 'bak', 'er'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
соленья тебе;['▁со', 'лень', 'я', '▁тебе'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O']
ги;['▁ги'];['O']
парфэ ванильны;['▁пар', 'фэ', '▁', 'вани', 'льны'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
мааг;['▁ма', 'аг'];['B-BRAND', 'I-BRAND']
палички;['▁пал', 'ички'];['B-TYPE', 'I-TYPE']
крабовый салат;['▁кра', 'б', 'овый', '▁салат'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
сок перс;['▁сок', '▁', 'перс'];['B-TYPE', 'B-TYPE', 'I-TYPE']
специя для креветок;['▁спец', 'ия', '▁для', '▁кревет', 'ок'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
срсички;['▁с', 'рс', 'ички'];['B-TYPE', 'I-TYPE', 'I-TYPE']
прожок;['▁про', 'жок'];['B-TYPE', 'I-TYPE']
ромашку;['▁ро', 'ма', 'шку'];['B-TYPE', 'I-TYPE', 'I-TYPE']
каша селяночка;['▁каш', 'а', '▁селян', 'очка'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
m&m’;['▁m', '&', 'm', '’'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
фунчозы;['▁', 'фу', 'нчо', 'зы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
кислый;['▁', 'кис', 'лый'];['B-TYPE', 'I-TYPE', 'I-TYPE']
модлко;['▁мод', 'л', 'ко'];['B-TYPE', 'I-TYPE', 'I-TYPE']
bombarr;['▁bomba', 'rr'];['B-BRAND', 'I-BRAND']
каруста квашенная;['▁кар', 'уста', '▁к', 'ваше', 'нная'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
чанах умал;['▁ча', 'нах', '▁у', 'мал'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
таорожна;['▁та', 'оро', 'жна'];['B-TYPE', 'I-TYPE', 'I-TYPE']
брынза presiden;['▁бр', 'ын', 'за', '▁presiden'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
стружкк;['▁стру', 'ж', 'к', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
sole;['▁sole'];['B-BRAND']
окраина колбас;['▁о', 'кра', 'ина', '▁кол', 'бас'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
паровые духовк;['▁пар', 'овые', '▁духов', 'к'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
напитки безалкогольные;['▁напитки', '▁без', 'ал', 'кого', 'ль', 'ные'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
эрнегетик;['▁эр', 'не', 'ге', 'тик'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
рй каава;['▁р', 'й', '▁ка', 'ава'];['O', 'O', 'O', 'O']
орехи в панировке;['▁орех', 'и', '▁в', '▁пан', 'иров', 'ке'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
салфетг;['▁сал', 'фет', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE']
айскро;['▁ай', 'скр', 'о'];['B-TYPE', 'I-TYPE', 'I-TYPE']
пирожное;['▁пиро', 'жно', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE']
печеньех;['▁пече', 'нь', 'е', 'х'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
зельц агрокомпле;['▁', 'зе', 'льц', '▁агро', 'ком', 'пле'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
докторская;['▁доктор', 'ская'];['B-TYPE', 'I-TYPE']
зонты disn;['▁', 'зон', 'ты', '▁dis', 'n'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
мородегое;['▁мо', 'род', 'его', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
кисломолочка;['▁ки', 'сло', 'моло', 'чка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
чипсы твистер сыр;['▁чи', 'п', 'сы', '▁', 'тви', 'стер', '▁сыр'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'B-BRAND']
сливы гурм;['▁с', 'ли', 'вы', '▁', 'гур', 'м'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
диффузор glad;['▁ди', 'фф', 'у', 'зор', '▁glad'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
круасвны;['▁кру', 'ас', 'в', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
перецб;['▁пере', 'ц', 'б'];['B-TYPE', 'I-TYPE', 'I-TYPE']
вермуты экстр;['▁вер', 'му', 'ты', '▁экс', 'тр'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
boost;['▁boost'];['B-BRAND']
завтраки беллини;['▁завтра', 'ки', '▁бел', 'лини'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
простыня jardin;['▁прост', 'ын', 'я', '▁jardin'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
майонен;['▁май', 'о', 'нен'];['B-TYPE', 'I-TYPE', 'I-TYPE']
антиналет;['▁анти', 'на', 'лет'];['B-TYPE', 'I-TYPE', 'I-TYPE']
малиновая;['▁мали', 'нова', 'я'];['B-TYPE', 'I-TYPE', 'I-TYPE']
мсло;['▁м', 'сло'];['B-TYPE', 'I-TYPE']
сдоба с вишней;['▁с', 'доб', 'а', '▁с', '▁', 'виш', 'ней'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
ganc sho;['▁gan', 'c', '▁sho'];['O', 'O', 'O']
вода дет;['▁вода', '▁', 'дет'];['B-TYPE', 'B-TYPE', 'I-TYPE']
тарелки пр!с;['▁та', 'рел', 'ки', '▁пр', '!', 'с'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
хлеб пшеничный;['▁хлеб', '▁п', 'шени', 'чный'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
попкорг;['▁поп', 'кор', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE']
belvitt;['▁bel', 'vit', 't'];['B-BRAND', 'I-BRAND', 'I-BRAND']
овсянное;['▁о', 'вся', 'нное'];['B-TYPE', 'I-TYPE', 'I-TYPE']
камень;['▁камен', 'ь'];['B-TYPE', 'I-TYPE']
пиржные;['▁пи', 'рж', 'ные'];['B-TYPE', 'I-TYPE', 'I-TYPE']
грейфруто;['▁гре', 'й', 'фр', 'у', 'то'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
zews;['▁ze', 'ws'];['B-BRAND', 'I-BRAND']
пингвин скумбри;['▁', 'пинг', 'вин', '▁', 'ску', 'м', 'бри'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
kent сигары;['▁kent', '▁си', 'гар', 'ы'];['B-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
разрыхшттель;['▁раз', 'рых', 'шт', 'тель'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
ядр;['▁я', 'др'];['B-TYPE', 'I-TYPE']
bodyr;['▁body', 'r'];['O', 'O']
морьков;['▁мор', 'ь', 'ков'];['B-TYPE', 'I-TYPE', 'I-TYPE']
средство для мыться полов;['▁средство', '▁для', '▁мы', 'ться', '▁полов'];['B-TYPE', 'O', 'O', 'O', 'O']
корм сух;['▁корм', '▁су', 'х'];['B-TYPE', 'B-TYPE', 'I-TYPE']
криваетки;['▁', 'крива', 'етки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
маска для вллос;['▁маска', '▁для', '▁в', 'л', 'лос'];['B-TYPE', 'O', 'O', 'O', 'O']
татарские;['▁татар', 'ские'];['B-TYPE', 'I-TYPE']
катчуп;['▁кат', 'чуп'];['B-TYPE', 'I-TYPE']
kerllu;['▁ker', 'llu'];['B-BRAND', 'I-BRAND']
цукорий;['▁', 'цу', 'кор', 'ий'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
крабовая палочка;['▁кра', 'б', 'овая', '▁пал', 'очка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
шамупни;['▁шам', 'уп', 'ни'];['B-TYPE', 'I-TYPE', 'I-TYPE']
соусы абри;['▁со', 'у', 'сы', '▁а', 'бри'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
егорьевское сажене;['▁его', 'рь', 'ев', 'ское', '▁са', 'жене'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
халопенью;['▁ха', 'ло', 'пен', 'ью'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
радио-телефоны;['▁радио', '-', 'телефон', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
black;['▁black'];['B-BRAND']
сушка slak;['▁су', 'шка', '▁s', 'lak'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
пельмени⁹;['▁', 'пель', 'мени', '9'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
сырвлены;['▁сыр', 'в', 'лены'];['O', 'O', 'O']
бархатцы;['▁бар', 'хат', 'цы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
картофхель;['▁картоф', 'х', 'ель'];['B-TYPE', 'I-TYPE', 'I-TYPE']
прокладкиз;['▁про', 'клад', 'ки', 'з'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
поченье;['▁по', 'чень', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE']
капустп;['▁кап', 'уст', 'п'];['B-TYPE', 'I-TYPE', 'I-TYPE']
белоко;['▁бел', 'око'];['B-TYPE', 'I-TYPE']
пав;['▁пав'];['B-TYPE']
муфточка;['▁му', 'фт', 'очка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
хлебцы тонкие;['▁хлеб', 'цы', '▁тон', 'кие'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
мокороны без глютена;['▁мо', 'коро', 'ны', '▁без', '▁гл', 'ют', 'ена'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
glob;['▁glob'];['B-BRAND']
econta одея;['▁e', 'conta', '▁оде', 'я'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
сыр камамбер;['▁сыр', '▁кам', 'ам', 'бер'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
данси;['▁да', 'нси'];['O', 'O']
райское;['▁рай', 'ское'];['B-TYPE', 'I-TYPE']
кисломолочные смес;['▁ки', 'сло', 'мол', 'очные', '▁смес'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
кофе растворимо;['▁кофе', '▁раствор', 'имо'];['B-TYPE', 'B-TYPE', 'I-TYPE']
сок прямого отжима;['▁сок', '▁прямо', 'го', '▁от', 'жим', 'а'];['B-TYPE', 'O', 'O', 'O', 'O', 'O']
штурвал гренка;['▁ш', 'тур', 'вал', '▁гре', 'нка'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
печонка;['▁печ', 'он', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
сладуница;['▁сла', 'ду', 'ница'];['B-TYPE', 'I-TYPE', 'I-TYPE']
клюква пр!;['▁', 'клю', 'ква', '▁пр', '!'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
жчачка;['▁ж', 'ча', 'чка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
кирешки;['▁кир', 'е', 'шки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
ванилин.;['▁', 'вани', 'лин', '.'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
базелиа;['▁базе', 'ли', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE']
булки для хот догов;['▁бул', 'ки', '▁для', '▁хот', '▁до', 'гов'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
вкус&польза заливн;['▁вкус', '&', 'поль', 'за', '▁за', 'лив', 'н'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
сушки slavyan;['▁су', 'шки', '▁slav', 'yan'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
нф подсвечник;['▁н', 'ф', '▁подс', 'веч', 'ник'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
мягкий игруш;['▁', 'мягк', 'ий', '▁игру', 'ш'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
смеоана;['▁сме', 'о', 'ана'];['B-TYPE', 'I-TYPE', 'I-TYPE']
баранин;['▁бара', 'нин'];['B-TYPE', 'I-TYPE']
соломкп;['▁сол', 'ом', 'к', 'п'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
мелков maybelline;['▁мел', 'ков', '▁maybe', 'l', 'line'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
соя;['▁со', 'я'];['B-TYPE', 'I-TYPE']
пасьил;['▁па', 'сь', 'ил'];['B-TYPE', 'I-TYPE', 'I-TYPE']
масло для жарки;['▁масло', '▁для', '▁жар', 'ки'];['B-TYPE', 'O', 'O', 'O']
булокча;['▁було', 'к', 'ча'];['B-TYPE', 'I-TYPE', 'I-TYPE']
сушха;['▁су', 'ш', 'ха'];['B-TYPE', 'I-TYPE', 'I-TYPE']
maggy;['▁mag', 'gy'];['B-BRAND', 'I-BRAND']
свечки цифры;['▁све', 'чки', '▁цифр', 'ы'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
грилем;['▁гри', 'лем'];['B-TYPE', 'I-TYPE']
intime;['▁in', 'time'];['B-BRAND', 'I-BRAND']
порошое;['▁по', 'рош', 'ое'];['B-TYPE', 'I-TYPE', 'I-TYPE']
пелёнки для взрослых;['▁пе', 'лён', 'ки', '▁для', '▁взрослых'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O']
ассорти огурцы помидоры;['▁ас', 'сор', 'ти', '▁о', 'гур', 'цы', '▁пом', 'ид', 'оры'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O', 'O']
салфетка для стекол;['▁сал', 'фет', 'ка', '▁для', '▁сте', 'кол'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
виногдрад;['▁вино', 'гд', 'рад'];['B-TYPE', 'I-TYPE', 'I-TYPE']
пиво navigato;['▁пиво', '▁naviga', 'to'];['B-TYPE', 'B-BRAND', 'I-BRAND']
гребеш;['▁', 'греб', 'еш'];['B-TYPE', 'I-TYPE', 'I-TYPE']
фелекс;['▁фе', 'лекс'];['B-BRAND', 'I-BRAND']
соевый соус классический;['▁со', 'ев', 'ый', '▁со', 'ус', '▁класс', 'ический'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
суха;['▁су', 'ха'];['B-TYPE', 'I-TYPE']
морк;['▁мор', 'к'];['B-TYPE', 'I-TYPE']
филе бедра;['▁фил', 'е', '▁бед', 'ра'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
пюре с мясо;['▁пюре', '▁с', '▁мя', 'со'];['B-TYPE', 'O', 'O', 'O']
халва pet;['▁хал', 'ва', '▁pet'];['B-TYPE', 'I-TYPE', 'B-BRAND']
резинки;['▁рез', 'инки'];['B-TYPE', 'I-TYPE']
молоко безлак;['▁молоко', '▁без', 'лак'];['B-TYPE', 'B-TYPE', 'I-TYPE']
шлейак;['▁ш', 'лей', 'ак'];['B-TYPE', 'I-TYPE', 'I-TYPE']
мандариеы;['▁ман', 'дар', 'ие', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
разрыхлмтел;['▁раз', 'рых', 'л', 'м', 'тел'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
немолок;['▁не', 'мо', 'лок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
ветчина из ин;['▁вет', 'чина', '▁из', '▁', 'ин'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
ролсы;['▁рол', 'сы'];['B-BRAND', 'I-BRAND']
вкуный;['▁в', 'ку', 'ный'];['O', 'O', 'O']
паштет гусиный;['▁па', 'штет', '▁гу', 'си', 'ный'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
еартошка;['▁е', 'ар', 'то', 'шка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
горький шоколад;['▁гор', 'ь', 'кий', '▁шоколад'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
компот ростагроэкспор;['▁комп', 'от', '▁роста', 'гро', 'эк', 'спор'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
пивной безалкогольны;['▁', 'пив', 'ной', '▁без', 'ал', 'кого', 'льны'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
zani;['▁za', 'ni'];['O', 'O']
карбонатк;['▁', 'карбон', 'ат', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
ведар;['▁ве', 'дар'];['B-TYPE', 'I-TYPE']
туал бумага;['▁ту', 'ал', '▁бумаг', 'а'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
нф газе;['▁н', 'ф', '▁газ', 'е'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
энергетический напито;['▁', 'энергетическ', 'ий', '▁на', 'пи', 'то'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
суекла;['▁су', 'е', 'кла'];['B-TYPE', 'I-TYPE', 'I-TYPE']
карамели с;['▁кара', 'ме', 'ли', '▁с'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
фрруто;['▁фр', 'ру', 'то'];['B-TYPE', 'I-TYPE', 'I-TYPE']
пряни;['▁пря', 'ни'];['B-TYPE', 'I-TYPE']
хдюлебцы;['▁х', 'дю', 'леб', 'цы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
грунты, тор;['▁грунт', 'ы', ',', '▁тор'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
модуль;['▁модуль'];['B-TYPE']
нодвес;['▁но', 'д', 'вес'];['B-TYPE', 'I-TYPE', 'I-TYPE']
ополаскивптель;['▁опо', 'ла', 'ски', 'в', 'п', 'тель'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
дезодоран;['▁де', 'зо', 'до', 'ран'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
гольден;['▁го', 'ль', 'ден'];['B-BRAND', 'I-BRAND', 'I-BRAND']
багет челны-хле;['▁баг', 'ет', '▁', 'чел', 'ны', '-', 'х', 'ле'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
сыпучих;['▁', 'сып', 'у', 'чих'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
шоколадное масл;['▁шоколад', 'ное', '▁мас', 'л'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
земляничный;['▁земля', 'ни', 'чный'];['B-TYPE', 'I-TYPE', 'I-TYPE']
чудо шоколад;['▁чудо', '▁шоколад'];['B-TYPE', 'B-TYPE']
пудинг нежный;['▁пу', 'динг', '▁не', 'ж', 'ный'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
муслины;['▁му', 'сли', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE']
глазированые;['▁глаз', 'ированы', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE']
кошкам kitty pro;['▁кош', 'кам', '▁ki', 'tty', '▁pro'];['O', 'O', 'B-BRAND', 'I-BRAND', 'B-BRAND']
корм влажный purina one;['▁корм', '▁влажн', 'ый', '▁pur', 'ina', '▁one'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND']
йоггурт;['▁й', 'ог', 'гурт'];['B-TYPE', 'I-TYPE', 'I-TYPE']
тарелка перекрест;['▁та', 'рел', 'ка', '▁пере', 'крес', 'т'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
сухое молоко;['▁сухо', 'е', '▁молоко'];['B-TYPE', 'I-TYPE', 'B-TYPE']
hochlan;['▁hoch', 'lan'];['B-BRAND', 'I-BRAND']
