tokens;tags;sample
['▁мя', 'с', 'ные', '▁100', '▁г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];мясные 100 г
['▁430', 'М', 'Л', '▁энерг', 'е', 'тики'];['B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE'];430МЛ энергетики
['▁кре', 'кер', 'ы', '▁205', '▁Г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];крекеры 205 Г
['▁', 'ват', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE'];ватная
['▁сыр', 'ные', '▁сне', 'ки', '▁160', '▁Г', '▁интернет'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'O'];сырные снеки 160 Г интернет
['▁me', '▁60'];['B-TYPE', 'B-VOLUME'];▁me ▁ 60
['▁55', '▁Г', '▁десерт', 'ы'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE'];55 Г десерты
['▁бе', 'дро', '▁кур', 'и', 'ное'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE'];бедро куриное
['▁che', 'co'];['B-BRAND', 'I-BRAND'];checo
['▁на', 'руч', 'ные', '▁час'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE'];наручные час
['▁с', 'лив', 'ки', '▁20'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT'];сливки 20
['▁бол', 'р', 'нь', 'е', 'зе'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];болрньезе
['▁для', '▁других', '▁питом', 'цев', '▁15', '▁л'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];для других питомцев 15 л
['▁с', 'доб', 'а', '▁там', '▁W', '6', 'Ш', 'Т'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'I-VOLUME'];сдоба там W6ШТ
['▁б', 'к', 'з', 'лак', 'то', 'з', 'ное'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];бкзлактозное
['▁при', 'права', '▁', 'хме', 'ли', '▁су', 'не', 'ли'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O'];приправа хмели сунели
['▁Сме', 'та', 'на', '▁950', '▁М', 'Л'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME'];Сметана 950 МЛ
['▁1', '▁шт', '▁игры'];['B-VOLUME', 'I-VOLUME', 'B-TYPE'];1 шт игры
['▁шам', 'пи', 'ньо', 'ны', '▁крас', 'ная', '▁цена'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O'];шампиньоны красная цена
['▁са', 'лы', 'ет', 'кт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];салыеткт
['▁сом', '▁производ', 'ст'];['B-TYPE', 'B-BRAND', 'I-BRAND'];сом производст
['▁набор', '▁glob', 'a', '▁village'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND'];набор globa village
['▁goob', 'mix'];['B-BRAND', 'I-BRAND'];goobmix
['▁кор', 'ди', 'ган'];['B-TYPE', 'I-TYPE', 'I-TYPE'];кордиган
['▁закуски', '▁270', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME'];закуски 270Г
['▁са', 'ло', '▁сав'];['B-TYPE', 'I-TYPE', 'B-BRAND'];сало сав
['▁крас', 'ная', '▁цена', '▁мульти', 'ф', 'рук', 'т'];['B-BRAND', 'I-BRAND', 'B-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];красная цена мультифрукт
['▁ж', 'ва', 'чка', '▁19', 'Г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];жвачка 19Г
['▁том', 'ант', 'на', 'ч'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];томантнач
['▁С', 'ок', '▁Ня'];['B-TYPE', 'I-TYPE', 'B-BRAND'];▁ Сок Ня
['▁вер', 'ми', 'ше'];['B-TYPE', 'I-TYPE', 'I-TYPE'];вермише
['▁бел', 'город', 'ры', 'ба', '▁', 'ску', 'м', 'бри'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];белгородрыба скумбри
['▁п', 'ше', 'ничка'];['B-TYPE', 'I-TYPE', 'I-TYPE'];пшеничка
['▁рис', 'й'];['B-TYPE', 'I-TYPE'];рисй
['▁кар', 'е', 'льский', '▁например'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'O'];карельский например
['▁850', 'Г', '▁НОВИ', 'Н', 'КИ', '▁С', '▁ДО', 'СТА', 'В', 'КОЙ'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];850Г НОВИНКИ С ДОСТАВКОЙ
['▁национал', 'ь', '▁ку', 'ск'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE'];националь куск
['▁210', '▁Г', '▁что', '▁-', '▁то', '▁мар', 'ме', 'лад'];['B-VOLUME', 'I-VOLUME', 'O', 'O', 'O', 'B-TYPE', 'I-TYPE', 'I-TYPE'];210 Г что - то мармелад
['▁pap', 'star', '▁подс', 'веч', 'ни'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE'];papstar подсвечни
['▁твор', 'ог', '▁в', '▁', 'зер'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O'];творог в зер
['▁180', '▁g', '▁па', 'штет', 'ы'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE'];180 g паштеты
['▁орех', 'и', '▁50', '▁Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];орехи 50 Г
['▁Су', 'хар', 'ики', '▁70', 'Г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];Сухарики 70Г
['▁сме', 'нный', '▁бал'];['B-TYPE', 'I-TYPE', 'B-TYPE'];сменный бал
['▁том', 'ат', 'на', 'ч'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];томатнач
['▁кап', 'уст', 'ка', '▁', 'ква', 'шен'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE'];капустка квашен
['▁су', 'ф', 'ле'];['B-TYPE', 'I-TYPE', 'I-TYPE'];суфле
['▁поро', 'шок', '▁с', 'тир', 'альный'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE'];порошок стиральный
['▁8', '2,5', 'г', '▁ос', 'ень', '▁в', '▁сла', 'до', 'стях'];['B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];82,5г осень в сладостях
['▁ки', 'нги'];['B-TYPE', 'I-TYPE'];кинги
['▁И', 'спек', 'ли', '▁Для', '▁Вас', '▁58', '▁г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];Испекли Для Вас 58 г
['▁бур', 'гер', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE'];бургерная
['▁stir', 'ka', '▁1.8', 'л'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];stirka 1.8л
['▁мар', 'дар', 'ины'];['B-TYPE', 'I-TYPE', 'I-TYPE'];мардарины
['▁сок', '▁фр', 'у', 'то', '▁ня', 'ня'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND'];сок фруто няня
['▁слабост', 'ле', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE'];слабостленая
['▁яго', 'ды', '▁400', '▁мл'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];ягоды 400 мл
['▁мас', 'ля', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE'];масляная
['▁мир', 'атор', 'г', '▁', 'виш', 'н'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE'];мираторг вишн
['▁k', '▁Со'];['B-BRAND', 'B-TYPE'];k ▁Со
['▁мы', 'ло', '▁де', 'кт', 'яр', 'ное'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];мыло дектярное
['▁со', 'ус', '▁гор', 'чи', 'чный'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE'];соус горчичный
['▁мя', 'со', '▁5', '▁y', '0', '▁г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'I-VOLUME'];мясо 5 y0 г
['▁can', 'non', '▁тол', 'ст', 'ов', 'к'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];cannon толстовк
['▁плав', 'ки'];['B-TYPE', 'I-TYPE'];плавки
['▁', 'лим', 'ион'];['B-TYPE', 'I-TYPE', 'I-TYPE'];лимион
['▁', 'пель', 'мени', '▁t', '00', 'Г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME'];пельмени t00Г
['▁им', 'бир', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE'];имбирн
['▁бро', 'шь'];['B-TYPE', 'I-TYPE'];брошь
['▁в', '▁том', 'а', 'те', '▁ки', 'лька'];['O', 'O', 'O', 'O', 'B-TYPE', 'I-TYPE'];в томате килька
['▁пят', 'нов', 'ы', 'водите', 'ли', '▁ba'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND'];пятновыводители ba
['▁сладки', 'й', '▁пере', 'ц'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE'];сладкий перец
['▁50', '▁g', '▁вкус', '▁новый'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'O'];50 g вкус новый
['▁50', 'Г', '▁ещё', '▁ку', 'кур', 'уз', 'ные', '▁сне', 'ки'];['B-VOLUME', 'I-VOLUME', 'O', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];50Г ещё кукурузные снеки
['▁в', 'фар', 'ш'];['B-TYPE', 'I-TYPE', 'I-TYPE'];вфарш
['▁вар', 'ень', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE'];вареньки
['▁пер', 'лов', 'к', 'п'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];перловкп
['▁г', 'гур', 'цы'];['B-TYPE', 'I-TYPE', 'I-TYPE'];ггурцы
['▁к', 'вас', '▁kind'];['B-TYPE', 'I-TYPE', 'B-BRAND'];квас kind
['▁г', 'гри', 'бы'];['B-TYPE', 'I-TYPE', 'I-TYPE'];ггрибы
['▁naturel', 'l'];['B-BRAND', 'I-BRAND'];naturell
['▁кала', 'чик', '▁глав', 'х', 'леб'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND'];калачик главхлеб
['▁', 'клю', 'кв'];['B-TYPE', 'I-TYPE', 'I-TYPE'];клюкв
['▁', 'очки', '▁verso'];['B-TYPE', 'I-TYPE', 'B-BRAND'];очки verso
['▁национал', 'ь', '▁', 'кус', 'кус'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE'];националь кускус
['▁для', '▁ко', 'шек', '▁15', 'л'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];для кошек 15л
['▁охот', 'ни', 'ч', 'ь', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];охотничьи
['▁мя', 'со', '▁так', '▁мя', 'мо'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O'];мясо так мямо
['▁су', 'хар', 'ики', '▁81', '▁Г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];сухарики 81 Г
['▁', 'лук', '▁па', 'рей'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE'];лук парей
['▁детска', 'я', '▁ги', 'ги', 'ена', '▁15', '-28', '▁К', 'Г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'I-VOLUME'];детская гигиена 15-28 КГ
['▁сыр', 'ок', '▁су', 'ф', 'ле'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE'];сырок суфле
['▁море', 'продукт', 'ы', '▁8', '60', 'g'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME'];морепродукты 860g
['▁х', 'сос', 'иски'];['B-TYPE', 'I-TYPE', 'I-TYPE'];хсосиски
['▁сок', '8'];['B-TYPE', 'I-TYPE'];сок⁸
['▁только', '▁в', '▁до', 'став', 'ке', '▁13', '▁%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT'];только в доставке 13 %
['▁пече', 'нь', 'е', '▁гриб', 'очки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE'];печенье грибочки
['▁Дра', 'же', '▁15', '▁г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];Драже 15 г
['▁для', '▁кот', 'иков', '▁75', '▁г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];для котиков 75 г
['▁кухня', '▁2.3', 'л'];['B-TYPE', 'B-VOLUME', 'I-VOLUME'];кухня 2.3л
['▁селян', 'оч'];['B-TYPE', 'I-TYPE'];селяноч
['▁гранат', 'овый', '▁сок'];['B-TYPE', 'I-TYPE', 'B-TYPE'];гранатовый сок
['▁мо', 'ющие', '▁для', '▁пас', 'уды'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O'];моющие для пасуды
['▁вы', 'рез', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE'];вырезка
['▁мы', 'ло', '▁др', 'я', '▁посуд', 'ы'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O'];мыло дря посуды
['▁шоколад', '▁ко', 'ые', '▁с', '▁молоко', 'м'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'B-TYPE', 'B-TYPE', 'I-TYPE'];шоколад коые с молоком
['▁ми', 'ски', '▁архи', 'м'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND'];миски архим
['▁БЕЗ', '▁', 'ЛА', 'КТ', 'ОЗ', 'Ы', '▁400', '▁g'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];БЕЗ ЛАКТОЗЫ 400 g
['▁газ', 'иро', 'аа', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];газироааная
['▁за', 'кус', 'оч'];['B-TYPE', 'I-TYPE', 'I-TYPE'];закусоч
['▁отдых', '▁1.7', 'Л'];['B-TYPE', 'B-VOLUME', 'I-VOLUME'];отдых 1.7Л
['▁лав', 'ро'];['B-BRAND', 'I-BRAND'];лавро
['▁тест', 'о', '▁сло', 'енное'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE'];тесто слоенное
['▁лист', '▁лав'];['B-TYPE', 'B-TYPE'];лист лав
['▁уже', '▁л', 'эт', 'у', 'аль', '▁в', '▁пят', 'ёр', 'о', 'чке', '▁q', '50', '▁М', 'Л'];['O', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'I-VOLUME'];уже лэтуаль в пятёрочке q50 МЛ
['▁фар', 'ш', '▁350', '▁g'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];фарш 350 g
['▁ber', 'gner', '▁кофе', 'йни'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE'];bergner кофейни
['▁со', 'си', 'стки'];['B-TYPE', 'I-TYPE', 'I-TYPE'];сосистки
['▁сал', 'фет', 'ки', '▁72', 'sht'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];салфетки 72sht
['▁бул', 'ь', 'ен'];['B-TYPE', 'I-TYPE', 'I-TYPE'];бульен
['▁салат', 'ы', '▁2', '▁w', '0', '▁г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'I-VOLUME'];салаты 2 w0 г
['▁всё', '▁для', '▁вы', 'пе', 'чки', '▁250', '▁g'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];всё для выпечки 250 g
['▁450', '▁ml', '▁там', '▁л', 'эт', 'у', 'аль', '▁в', '▁пят', 'ёр', 'о', 'чке'];['B-VOLUME', 'I-VOLUME', 'O', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];450 ml там лэтуаль в пятёрочке
['▁кампа', 'на'];['B-BRAND', 'I-BRAND'];кампана
['▁art', 'fru', 'it', '▁г', 'руша'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE'];artfruit груша
['▁пече', 'нь', 'е', 'х'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];печеньех
['▁СУ', 'ХИ', 'Е', '▁ЗА', 'В', 'ТРА', 'КИ', '▁60', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];СУХИЕ ЗАВТРАКИ 60г
['▁ту', 'нец', '▁', 'кус', 'очки', '▁в', '▁со', 'ку'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O'];тунец кусочки в соку
['▁для', '▁ко', 'шек', '▁75', '▁г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];для кошек 75 г
['▁бумаг', 'ой'];['B-TYPE', 'I-TYPE'];бумагой
['▁со', 'си', 'се', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];сосисеи
['▁так', '▁уход', '▁за', '▁собой', '▁46', 'М', 'Л'];['O', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME'];так уход за собой 46МЛ
['▁юу', 'ль', 'он'];['B-TYPE', 'I-TYPE', 'I-TYPE'];юульон
['▁чи', 'пси'];['B-BRAND', 'I-BRAND'];чипси
['▁кет', 'чуп', '▁а', 'стори', 'я', '▁том', 'ат', 'ный'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE'];кетчуп астория томатный
['▁г', 'ольф', 'ы', '▁minim'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND'];гольфы minim
['▁', 'мель', 'ница'];['B-TYPE', 'I-TYPE', 'I-TYPE'];мельница
['▁хлеб', '▁тос', 'тов'];['B-TYPE', 'B-TYPE', 'I-TYPE'];хлеб тостов
['▁', 'яй', 'цо', '▁1', 'O', '0', 'Г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'I-VOLUME'];яйцо 1O0Г
['▁Ч', 'ИП', 'СЫ', '▁85', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];ЧИПСЫ 85г
['▁ван', 'ил', 'ьный', '▁пар', 'ф'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND'];ванильный парф
['▁столичн', 'ый', '▁салат'];['B-BRAND', 'I-BRAND', 'B-TYPE'];столичный салат
['▁', 'кус', 'оч', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];кусочк
['▁pul', 'py'];['B-BRAND', 'I-BRAND'];pulpy
['▁под', 'у', 'шек', '▁id'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND'];подушек id
['▁', 'бэр', 'эк', 'эт', 'ле', '▁ай', 'ран'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE'];бэрэкэтле айран
['▁са', 'жен', 'цы', '▁а', 'эл', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND'];саженцы аэли
['▁ще', 'тка', '▁collo', 'nil'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND'];щетка collonil
['▁крас', 'ная', '▁и', 'кра'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE'];красная икра
['▁шо', 'кол', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE'];шоколка
['▁грн', 'чески', 'й'];['B-TYPE', 'I-TYPE', 'I-TYPE'];грнческий
['▁к', 'люк', 'вой'];['B-TYPE', 'I-TYPE', 'I-TYPE'];клюквой
['▁очисти', 'тел'];['B-TYPE', 'I-TYPE'];очистител
['▁орех'];['B-TYPE'];орех
['▁', 'ье', 'ли', 'зна'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];ьелизна
['▁У', 'ХОД', '▁ЗА', '▁', 'ТЕЛ', 'ОМ', '▁50', '▁мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];УХОД ЗА ТЕЛОМ 50 мл
['▁мин', 'рал', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE'];минралка
['▁гор', 'чи', 'цы', '▁при', 'н', 'то'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND'];горчицы принто
['▁сыр', '▁в', '▁салат'];['B-TYPE', 'O', 'O'];сыр в салат
['▁пи', 'чень', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE'];пиченье
['▁гре', 'чка', '▁в', '▁пакет', 'а'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O'];гречка в пакета
['▁по', 'моло', 'ры'];['B-TYPE', 'I-TYPE', 'I-TYPE'];помолоры
['▁', 'шей', 'ка', '▁сви', 'нная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE'];шейка свинная
['▁от', 'вся', 'ное'];['B-TYPE', 'I-TYPE', 'I-TYPE'];отвсяное
['▁', 'пель', 'мен', 'р'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE'];пельменр
['▁сухо', 'й', '▁для', '▁ко', 'шек'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O'];сухой для кошек
['▁ту', 'ал', 'те'];['B-TYPE', 'I-TYPE', 'I-TYPE'];туалте
['▁м', 'англ'];['B-TYPE', 'I-TYPE'];мангл
['▁нож'];['B-TYPE'];нож
['▁моя', 'нец'];['B-TYPE', 'I-TYPE'];моянец
['▁про', 'чая', '▁техник'];['B-TYPE', 'I-TYPE', 'B-TYPE'];прочая техник
['▁без', '▁гл', 'ют', 'ена', '▁80', '▁г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];без глютена 80 г
['▁8.', '5%', '▁М', 'ё', 'д'];['B-PERCENT', 'I-PERCENT', 'B-TYPE', 'I-TYPE', 'I-TYPE'];8.5% Мёд
['▁Эн', 'ерге', 'тики', '▁1', 'л'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];Энергетики 1л
['▁rot', 'ti'];['B-BRAND', 'I-BRAND'];rotti
['▁напитки', '▁бел', 'лин'];['B-TYPE', 'B-BRAND', 'I-BRAND'];напитки беллин
['▁На', 'пит', 'ки', '▁24', '▁шт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];Напитки 24 шт
['▁', 'лап', 'аша'];['B-TYPE', 'I-TYPE', 'I-TYPE'];лапаша
['▁рез', 'ин', 'овые', '▁пер', 'чат', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE'];резиновые перчатки
['▁твор', '▁5%'];['B-TYPE', 'B-PERCENT'];▁ твор ▁ 5%
['▁Ка', 'ши', '▁50', 'Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];Каши 50Г
['▁шп', 'иком'];['B-TYPE', 'I-TYPE'];шпиком
['▁170', '▁g', '▁пря', 'ники'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE'];170 g пряники
['▁Де', 'т', 'ская', '▁Ги', 'ги', 'ена', '▁17', '▁г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];Детская Гигиена 17 г
['▁СП', 'ЕЦ', 'ИИ', '▁12', '▁g'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];СПЕЦИИ 12 g
['▁пе', 'ь', 'мени'];['B-TYPE', 'I-TYPE', 'I-TYPE'];пеьмени
['▁60', 'г', '▁конф', 'е', 'ты'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE'];60г конфеты
['▁гра', 'на'];['B-BRAND', 'I-BRAND'];грана
['▁холод', 'ный', '▁чай', '▁1', '▁л'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME'];холодный чай 1 л
['▁под', 'гуз', 'ники', '▁hug', 'gies'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND'];подгузники huggies
['▁черв', 'як'];['B-TYPE', 'I-TYPE'];червяк
['▁кра', 'б', 'овые', '▁пал', 'очки', '▁за', '▁э'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'O', 'O'];крабовые палочки за э
['▁замор', 'ожен', 'ные', '▁блюд', 'а', '▁', '465', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME'];замороженные блюда 465г
['▁му', '▁Мол', 'око'];['B-BRAND', 'B-TYPE', 'I-TYPE'];▁му ▁ Молоко
['▁', 'рес', 'ря'];['O', 'O', 'O'];ресря
['▁хлеб', 'ный'];['B-TYPE', 'I-TYPE'];хлебный
['▁ба', 'ун', 'т'];['B-BRAND', 'I-BRAND', 'I-BRAND'];баунт
